Area,AP Ratio,District,Season,Avg Temp,Avg Humidity,Crop Name,Transplant,Growth,Harvest,Max Temp,Min Temp,Humidity Min,Humidity Max,Humidity Range
258,11.76744186,Rajbari,Kharif 2,25.0,70.0,Black Berry,Jun,Jul to Aug,Jun to Sep,30,20.0,65,75,10
138,4.101449275,Rajshahi,Kharif 2,25.0,70.0,Black Berry,Jun,Jul to Aug,Jun to Sep,30,20.0,65,75,10
374,1.454545455,Rangamati,Kharif 2,25.0,70.0,Black Berry,Jun,Jul to Aug,Jun to Sep,30,20.0,65,75,10
52,16.23076923,Rangpur,Kharif 2,25.0,70.0,Black Berry,Jun,Jul to Aug,Jun to Sep,30,20.0,65,75,10
561,3.251336898,Satkhira,Kharif 2,25.0,70.0,Black Berry,Jun,Jul to Aug,Jun to Sep,30,20.0,65,75,10
164,2.445121951,Shariatpur,Kharif 2,25.0,70.0,Black Berry,Jun,Jul to Aug,Jun to Sep,30,20.0,65,75,10
237,3.383966245,Sherpur,Kharif 2,25.0,70.0,Black Berry,Jun,Jul to Aug,Jun to Sep,30,20.0,65,75,10
56,10.75,Sirajganj,Kharif 2,25.0,70.0,Black Berry,Jun,Jul to Aug,Jun to Sep,30,20.0,65,75,10
453,7.545253863,Sunamganj,Kharif 2,25.0,70.0,Black Berry,Jun,Jul to Aug,Jun to Sep,30,20.0,65,75,10
361,0.811634349,Sylhet,Kharif 2,25.0,70.0,Black Berry,Jun,Jul to Aug,Jun to Sep,30,20.0,65,75,10
80,6.3875,Tangail,Kharif 2,25.0,70.0,Black Berry,Jun,Jul to Aug,Jun to Sep,30,20.0,65,75,10
46,11.06521739,Thakurgaon,Kharif 2,25.0,70.0,Black Berry,Jun,Jul to Aug,Jun to Sep,30,20.0,65,75,10
145439,1.847881242,Bagerhat,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
15427,1.563233292,Bandarban,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
17220,1.317073171,Barguna,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
130120,1.61278051,Barishal,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
93653,1.548791817,Bhola,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
457983,1.571584535,Bogura,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
276814,1.86520913,Brahmanbaria,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
150393,1.659046631,Chandpur,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
118339,1.802803809,Chapai Nawabganj,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
155621,1.620880215,Chattogram,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
82100,1.524445798,Chuadanga,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
128735,1.600504913,CoxsBazar,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
369206,1.784729934,Cumilla,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
110401,1.864394344,Dhaka,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
429961,1.655352462,Dinajpur,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
56903,1.868056166,Faridpur,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
66737,1.47762111,Feni,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
321264,1.630549953,Gaibandha,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
146748,1.755812686,Gazipur,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
183726,1.994410154,Gopalganj,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
295677,1.479824268,Habiganj,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
322186,1.711852781,Jamalpur,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
388502,1.809630324,Jashore,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
26405,1.516265859,Jhallokati,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
197602,1.720068623,Jhenaidah,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
169581,1.645367111,Joypurhat,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
26856,1.548555258,Khagrachari,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
142077,1.712261661,Khulna,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
403798,1.720010996,Kishoreganj,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
276736,1.607156279,Kurigram,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
86620,1.725202032,Kushtia,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
76552,1.571219563,Lakshmipur,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
114112,1.681689919,Lalmonirhat,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
80650,1.722083075,Madaripur,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
86301,1.535497851,Magura,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
118316,1.956793671,Manikganj,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
47938,1.607493012,Meherpur,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
138015,1.312603702,Moulvibazar,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
56700,1.787407407,Munshiganj,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
645176,1.669687031,Mymensingh,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
458122,1.787063271,Naogaon,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
116842,1.849668783,Narail,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
49627,1.741431076,Narayanganj,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
132083,1.603143478,Narsingdi,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
148250,1.742569983,Natore,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
449438,1.668539376,Netrokona,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
204505,1.762934892,Nilphamari,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
166632,1.874573911,Noakhali,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
134501,1.747830871,Pabna,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
77506,1.550641241,Panchagar,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
2655,1.324670433,Patuakhali,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
56336,1.710469327,Pirojpur,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
32310,1.71999381,Rajbari,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
161465,1.643080544,Rajshahi,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
17437,1.615816941,Rangamati,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
326394,1.797211346,Rangpur,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
185546,1.593098207,Satkhira,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
64104,1.880912268,Shariatpur,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
225451,1.672864614,Sherpur,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
347176,1.710895914,Sirajganj,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
546442,1.500594757,Sunamganj,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
204408,1.225470627,Sylhet,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
420470,1.74931862,Tangail,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
144862,1.576106916,Thakurgaon,Rabi,26.0,72.5,Boro,Nov,Dec  to Mar,Apr,40,12.0,60,85,25
716,1.477653631,Bagerhat,Rabi,20.0,60.0,Boroi,Jul,No need  to  do,Feb to Mar,25,15.0,50,70,20
312,1.727564103,Bandarban,Rabi,20.0,60.0,Boroi,Jul,No need  to  do,Feb to Mar,25,15.0,50,70,20
503,1.0,Barguna,Rabi,20.0,60.0,Boroi,Feb,No need  to  do,Feb to Mar,25,15.0,50,70,20
333,1.501501502,Barishal,Rabi,20.0,60.0,Boroi,Feb,No need  to  do,Feb to Mar,25,15.0,50,70,20
310,1.367741935,Bhola,Rabi,20.0,60.0,Boroi,Mar,No need  to  do,Feb to Mar,25,15.0,50,70,20
950,3.162105263,Bogura,Rabi,20.0,60.0,Boroi,Sep,No need  to  do,Feb to Mar,25,15.0,50,70,20
350,3.294285714,Brahmanbaria,Rabi,20.0,60.0,Boroi,Aug,No need  to  do,Feb to Mar,25,15.0,50,70,20
200,2.96,Chandpur,Rabi,20.0,60.0,Boroi,Sep,No need  to  do,Feb to Mar,25,15.0,50,70,20
780,3.51025641,Chapai Nawabganj,Rabi,20.0,60.0,Boroi,Jan,No need  to  do,Feb to Mar,25,15.0,50,70,20
2186,1.838975297,Chattogram,Rabi,20.0,60.0,Boroi,Oct,No need  to  do,Feb to Mar,25,15.0,50,70,20
785,2.625477707,Chuadanga,Rabi,20.0,60.0,Boroi,Aug,No need  to  do,Feb to Mar,25,15.0,50,70,20
300,10.31666667,CoxsBazar,Rabi,20.0,60.0,Boroi,Dec,No need  to  do,Feb to Mar,25,15.0,50,70,20
1526,2.81061599,Cumilla,Rabi,20.0,60.0,Boroi,Nov,No need  to  do,Feb to Mar,25,15.0,50,70,20
700,2.237142857,Dhaka,Rabi,20.0,60.0,Boroi,Jun,No need  to  do,Feb to Mar,25,15.0,50,70,20
490,2.328571429,Dinajpur,Rabi,20.0,60.0,Boroi,May,No need  to  do,Feb to Mar,25,15.0,50,70,20
500,1.396,Faridpur,Rabi,20.0,60.0,Boroi,Jul,No need  to  do,Feb to Mar,25,15.0,50,70,20
220,1.581818182,Feni,Rabi,20.0,60.0,Boroi,Jan,No need  to  do,Feb to Mar,25,15.0,50,70,20
300,1.733333333,Gaibandha,Rabi,20.0,60.0,Boroi,Jun,No need  to  do,Feb to Mar,25,15.0,50,70,20
300,1.99,Gazipur,Rabi,20.0,60.0,Boroi,Aug,No need  to  do,Feb to Mar,25,15.0,50,70,20
503,1.435387674,Gopalganj,Rabi,20.0,60.0,Boroi,Sep,No need  to  do,Feb to Mar,25,15.0,50,70,20
181,3.049723757,Habiganj,Rabi,20.0,60.0,Boroi,Jan,No need  to  do,Feb to Mar,25,15.0,50,70,20
950,2.788421053,Jamalpur,Rabi,20.0,60.0,Boroi,May,No need  to  do,Feb to Mar,25,15.0,50,70,20
1100,3.161818182,Jashore,Rabi,20.0,60.0,Boroi,Sep,No need  to  do,Feb to Mar,25,15.0,50,70,20
447,1.418344519,Jhallokati,Rabi,20.0,60.0,Boroi,Apr,No need  to  do,Feb to Mar,25,15.0,50,70,20
700,3.067142857,Jhenaidah,Rabi,20.0,60.0,Boroi,Oct,No need  to  do,Feb to Mar,25,15.0,50,70,20
450,3.68,Joypurhat,Rabi,20.0,60.0,Boroi,Oct,No need  to  do,Feb to Mar,25,15.0,50,70,20
332,2.262048193,Khagrachari,Rabi,20.0,60.0,Boroi,Feb,No need  to  do,Feb to Mar,25,15.0,50,70,20
550,1.967272727,Khulna,Rabi,20.0,60.0,Boroi,Nov,No need  to  do,Feb to Mar,25,15.0,50,70,20
470,3.391489362,Kishoreganj,Rabi,20.0,60.0,Boroi,Oct,No need  to  do,Feb to Mar,25,15.0,50,70,20
120,3.333333333,Kurigram,Rabi,20.0,60.0,Boroi,Jul,No need  to  do,Feb to Mar,25,15.0,50,70,20
1400,2.250714286,Kushtia,Rabi,20.0,60.0,Boroi,Dec,No need  to  do,Feb to Mar,25,15.0,50,70,20
265,2.505660377,Lakshmipur,Rabi,20.0,60.0,Boroi,Mar,No need  to  do,Feb to Mar,25,15.0,50,70,20
200,1.15,Lalmonirhat,Rabi,20.0,60.0,Boroi,Aug,No need  to  do,Feb to Mar,25,15.0,50,70,20
400,3.615,Madaripur,Rabi,20.0,60.0,Boroi,Nov,No need  to  do,Feb to Mar,25,15.0,50,70,20
1300,1.868461538,Magura,Rabi,20.0,60.0,Boroi,Jan,No need  to  do,Feb to Mar,25,15.0,50,70,20
371,2.142857143,Manikganj,Rabi,20.0,60.0,Boroi,Dec,No need  to  do,Feb to Mar,25,15.0,50,70,20
400,2.45,Meherpur,Rabi,20.0,60.0,Boroi,Feb,No need  to  do,Feb to Mar,25,15.0,50,70,20
390,4.907692308,Moulvibazar,Rabi,20.0,60.0,Boroi,Feb,No need  to  do,Feb to Mar,25,15.0,50,70,20
150,2.153333333,Munshiganj,Rabi,20.0,60.0,Boroi,Jan,No need  to  do,Feb to Mar,25,15.0,50,70,20
2032,3.146653543,Mymensingh,Rabi,20.0,60.0,Boroi,Jun,No need  to  do,Feb to Mar,25,15.0,50,70,20
600,4.838333333,Naogaon,Rabi,20.0,60.0,Boroi,Nov,No need  to  do,Feb to Mar,25,15.0,50,70,20
600,2.08,Narail,Rabi,20.0,60.0,Boroi,Mar,No need  to  do,Feb to Mar,25,15.0,50,70,20
200,2.055,Narayanganj,Rabi,20.0,60.0,Boroi,Feb,No need  to  do,Feb to Mar,25,15.0,50,70,20
376,2.106382979,Narsingdi,Rabi,20.0,60.0,Boroi,Mar,No need  to  do,Feb to Mar,25,15.0,50,70,20
900,3.328888889,Natore,Rabi,20.0,60.0,Boroi,Dec,No need  to  do,Feb to Mar,25,15.0,50,70,20
361,6.202216066,Netrokona,Rabi,20.0,60.0,Boroi,Jul,No need  to  do,Feb to Mar,25,15.0,50,70,20
650,3.141538462,Nilphamari,Rabi,20.0,60.0,Boroi,Sep,No need  to  do,Feb to Mar,25,15.0,50,70,20
300,3.303333333,Noakhali,Rabi,20.0,60.0,Boroi,Apr,No need  to  do,Feb to Mar,25,15.0,50,70,20
800,2.6125,Pabna,Rabi,20.0,60.0,Boroi,Feb,No need  to  do,Feb to Mar,25,15.0,50,70,20
220,2.204545455,Panchagar,Rabi,20.0,60.0,Boroi,Oct,No need  to  do,Feb to Mar,25,15.0,50,70,20
201,2.656716418,Patuakhali,Rabi,20.0,60.0,Boroi,May,No need  to  do,Feb to Mar,25,15.0,50,70,20
81,7.530864198,Pirojpur,Rabi,20.0,60.0,Boroi,Jun,No need  to  do,Feb to Mar,25,15.0,50,70,20
320,1.675,Rajbari,Rabi,20.0,60.0,Boroi,Apr,No need  to  do,Feb to Mar,25,15.0,50,70,20
2350,3.968510638,Rajshahi,Rabi,20.0,60.0,Boroi,Mar,No need  to  do,Feb to Mar,25,15.0,50,70,20
551,3.141560799,Rangamati,Rabi,20.0,60.0,Boroi,May,No need  to  do,Feb to Mar,25,15.0,50,70,20
320,2.61875,Rangpur,Rabi,20.0,60.0,Boroi,Nov,No need  to  do,Feb to Mar,25,15.0,50,70,20
800,4.53375,Satkhira,Rabi,20.0,60.0,Boroi,Apr,No need  to  do,Feb to Mar,25,15.0,50,70,20
1200,1.671666667,Shariatpur,Rabi,20.0,60.0,Boroi,May,No need  to  do,Feb to Mar,25,15.0,50,70,20
400,3.225,Sherpur,Rabi,20.0,60.0,Boroi,Aug,No need  to  do,Feb to Mar,25,15.0,50,70,20
350,3.965714286,Sirajganj,Rabi,20.0,60.0,Boroi,Apr,No need  to  do,Feb to Mar,25,15.0,50,70,20
400,3.1075,Sunamganj,Rabi,20.0,60.0,Boroi,Mar,No need  to  do,Feb to Mar,25,15.0,50,70,20
680,3.192647059,Sylhet,Rabi,20.0,60.0,Boroi,Apr,No need  to  do,Feb to Mar,25,15.0,50,70,20
1370,2.239416058,Tangail,Rabi,20.0,60.0,Boroi,Jun,No need  to  do,Feb to Mar,25,15.0,50,70,20
150,3.706666667,Thakurgaon,Rabi,20.0,60.0,Boroi,Dec,No need  to  do,Feb to Mar,25,15.0,50,70,20
767,6.221642764,Bagerhat,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
235,2.889361702,Bandarban,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
151,5.397350993,Barguna,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
431,3.475638051,Barishal,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
307,3.267100977,Bhola,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
1056,6.039772727,Bogura,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
484,8.853305785,Brahmanbaria,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
334,4.329341317,Chandpur,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
830,4.457831325,Chapai Nawabganj,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
2025,5.399012346,Chattogram,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
1686,4.898576512,Chuadanga,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
313,3.766773163,CoxsBazar,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
1133,6.350397176,Cumilla,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
852,6.0,Dhaka,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
2492,9.72070626,Dinajpur,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
579,2.813471503,Faridpur,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
92,6.141304348,Feni,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
492,6.048780488,Gaibandha,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
933,7.663451233,Gazipur,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
626,5.707667732,Gopalganj,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
539,7.779220779,Habiganj,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
1267,8.429360695,Jamalpur,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
5009,4.941106009,Jashore,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
279,3.279569892,Jhallokati,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
1874,5.628601921,Jhenaidah,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
396,6.929292929,Joypurhat,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
547,4.096892139,Khagrachari,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
630,7.279365079,Khulna,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
433,5.498845266,Kishoreganj,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
582,7.075601375,Kurigram,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
994,6.142857143,Kushtia,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
167,4.54491018,Lakshmipur,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
1097,8.84958979,Lalmonirhat,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
60,5.35,Madaripur,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
212,4.287735849,Magura,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
518,5.513513514,Manikganj,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
1807,12.76425014,Meherpur,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
435,5.593103448,Moulvibazar,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
494,3.170040486,Munshiganj,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
2640,8.433712121,Mymensingh,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
1218,6.646962233,Naogaon,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
357,5.473389356,Narail,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
389,3.804627249,Narayanganj,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
253,4.225296443,Narsingdi,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
667,7.625187406,Natore,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
421,6.722090261,Netrokona,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
1426,10.77068724,Nilphamari,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
298,4.003355705,Noakhali,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
1206,7.55721393,Pabna,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
946,5.808668076,Panchagar,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
103,3.737864078,Patuakhali,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
487,3.205338809,Pirojpur,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
1190,6.742016807,Rajbari,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
1617,9.176252319,Rajshahi,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
307,4.631921824,Rangamati,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
2072,6.564671815,Rangpur,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
1041,7.923150817,Satkhira,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
112,14.09821429,Shariatpur,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
717,8.193863319,Sherpur,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
755,6.901986755,Sirajganj,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
593,9.822934233,Sunamganj,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
899,6.165739711,Sylhet,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
1612,10.19230769,Tangail,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
706,7.804532578,Thakurgaon,Kharif 2,17.0,75.0,Cabbage,Sep,Oct  to  Jan,Feb,24,10.0,60,90,30
45,2.088888889,Bagerhat,Kharif 2,18.0,66.5,Carrot,Oct,Nov   to   Feb,Mar,21,15.0,47,86,39
4,1.25,Bandarban,Kharif 2,18.0,66.5,Carrot,Oct,Nov   to   Feb,Mar,21,15.0,47,86,39
24,1.916666667,Barguna,Kharif 2,18.0,66.5,Carrot,Oct,Nov   to   Feb,Mar,21,15.0,47,86,39
110,2.790909091,Bhola,Kharif 2,18.0,66.5,Carrot,Oct,Nov   to   Feb,Mar,21,15.0,47,86,39
148,5.5,Bogura,Kharif 2,18.0,66.5,Carrot,Oct,Nov   to   Feb,Mar,21,15.0,47,86,39
21,1.523809524,Brahmanbaria,Kharif 2,18.0,66.5,Carrot,Oct,Nov   to   Feb,Mar,21,15.0,47,86,39
21,4.047619048,Chandpur,Kharif 2,18.0,66.5,Carrot,Oct,Nov   to   Feb,Mar,21,15.0,47,86,39
50,3.46,Chattogram,Kharif 2,18.0,66.5,Carrot,Oct,Nov   to   Feb,Mar,21,15.0,47,86,39
73,3.739726027,Chuadanga,Kharif 2,18.0,66.5,Carrot,Oct,Nov   to   Feb,Mar,21,15.0,47,86,39
6,1.666666667,CoxsBazar,Kharif 2,18.0,66.5,Carrot,Oct,Nov   to   Feb,Mar,21,15.0,47,86,39
10,2.5,Cumilla,Kharif 2,18.0,66.5,Carrot,Oct,Nov   to   Feb,Mar,21,15.0,47,86,39
412,7.410194175,Dhaka,Kharif 2,18.0,66.5,Carrot,Oct,Nov   to   Feb,Mar,21,15.0,47,86,39
161,2.118012422,Dinajpur,Kharif 2,18.0,66.5,Carrot,Oct,Nov   to   Feb,Mar,21,15.0,47,86,39
32,2.0,Faridpur,Kharif 2,18.0,66.5,Carrot,Oct,Nov   to   Feb,Mar,21,15.0,47,86,39
